###########################################################
# https://github.com/Hurricane-32/Celeste-pt_PT/tree/main #
###########################################################

# NOTES:
# The # Symbol at the start of a line counts as a Comment. To include in dialog, use a \#
# The . Symbol will cause a pause unless escaped with \. (ex: Mr. Oshiro has a pause, Mr\. Oshiro does not)
# Newlines automatically create a Page Break, unless there is an {n} command on the previous line
# Commands: Anything inside of curly braces {...} is a command and should not be translated.

# Inline Text Commands:
# {~}wavy text{/~}
# {!}impact text{/!}
# {>> x}changes speed at which characters are displayed{>>}
# {# 000000}this text is black{#} (uses HEX color values)
# {+MENU_BEGIN} inserts the dialog from the MENU_BEGIN value (in English, "CLIMB")
# {n} creates a newline, without a page break
# {0.5} creates a 0.5 second pause
# {big}this text is large{/big}

# Gameplay Control Commands (should never change)
# {trigger x} this triggers an in-game event
# {anchor} controls the visual position of the textbox in-game

# Language (id,label)
	LANGUAGE=portuguese,Português Portugal
	ICON=Icons/portugal-portuguese.png
	ORDER=11
### O valor 11 na opção acima faz com que a opção de pt_PT apareça por debaixo da tradução brasileira (10) no menu do jogo.

# Font (Face, Base Size)
# Use BMFONT to generate the .fnt and image files
	FONT=Renogare,64

# Done loading Meta Data
	BEGIN=true

# Auto-Saving
	AUTOSAVING_TITLE_NS=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_NS=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PS4=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PS4=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_XB1=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_XB1=
		Não desligues a consola
		quando este ícone for exibido
	AUTOSAVING_TITLE_PC=
		Este jogo grava automaticamente
	AUTOSAVING_DESC_PC=
		Não desligues o computador
		quando este ícone for exibido

# Main Menu
	MENU_DEBUG=		~DEBUG~
		Por favor vá-se embora, {+MS_MADELINE}. {silent_trigger 5 Madeline jumps back}
		
		[BADELINE right upset]
		Anda lá {~}{+MS_MADELINE}{/~}, ouviste o que o homem disse.

		{trigger 2 Badeline blasts a hole in the ceiling}
		
		[BADELINE left normal]
		Onde estarias sem mim?

	CH3_OSHIRO_SUITE_SAD0=
		{anchor bottom}
		[OSHIRO right sideworried]
		{+thought}Porque é que ela iria dizer que o meu lindo hotel é uma espelunca?{+endthought}

	CH3_OSHIRO_SUITE_SAD1=
		{anchor bottom}
		[OSHIRO right sidesuspicious]
		{+thought}Como é que ela se atreve a insultar-te assim.{+endthought}

	CH3_OSHIRO_SUITE_SAD2=
		{anchor bottom}
		[OSHIRO right sideworried]
		{+thought}E se ela tiver razão?{+endthought}

	CH3_OSHIRO_SUITE_SAD3=
		{anchor bottom}
		[OSHIRO right sidesuspicious]
		{+thought}Claro que tem razão{n}Não conseguias limpar nada sem a ajuda dela.{+endthought}

	CH3_OSHIRO_SUITE_SAD4=
		{anchor bottom}
		[OSHIRO right lostcontrol]
		{+thought}Eu tentei. Estou a fazer o meu melhor.{+endthought}

	CH3_OSHIRO_SUITE_SAD5=
		{anchor bottom}
		[OSHIRO right serious]
		{+thought}A {+MS_MADELINE} só quis ajudar!{+endthought}

	CH3_OSHIRO_SUITE_SAD6=
		{anchor bottom}
		[OSHIRO right sideworried]
		{+thought}Mas porque é que ela foi tão cruel?{+endthought}

	CH3_OSHIRO_START_CHASE=
		[BADELINE left normal]
		Pensava que nunca iríamos conseguir livrar-nos dele.
		Deves-me uma.

		[BADELINE left scoff]
		Mete essa na lista.
		
		[MADELINE right upset]
		Deixa-me em paz.

		{trigger 0 Maddy walks away}
		
		[BADELINE left upset]
		Pensei que estavas com {~}taaaanta{/~} vontade de continuar a escalar.

		[BADELINE left scoff]
		E agora de repente és a psicóloga de um esquisitóide qualquer?

		{trigger 1 Maddy turns around}
		
		[MADELINE right angry]
		Porque é que não vais embora?

		{trigger 2 Oshiro enters}
		
		[OSHIRO left serious]
		{+MS_MADELINE}, antes de ir embora...
		Preciso de lhe perguntar uma coisa...
		
		[OSHIRO left serious]
		Porque é que foi tão simpática comigo, apenas para no fim fugir?
		O que é que fiz de mal?
		
		[BADELINE right scoff]
		Oh, por amor de Deus. Ainda não percebeste?

		[BADELINE right upset]
		Ela só ajuda pessoas para alimentar o seu ego retorcido.
		
		[BADELINE right yell]
		Ela {*}nunca{/*} quis saber de ti.
		
		[MADELINE right angry]
		Cala-te!
		
		[MADELINE right sad]
		Só quis tentar ajudar.
		
		[BADELINE right scoff]
		Vocês são os dois patéticos.

		{trigger 3 Badeline disappears, Oshiro gets angry}

		[OSHIRO left lostcontrol]
		Patético!?
		Só vieste cá para me envergonhar...
		Não vou rastejar aos teus pés nem por mais um segundo!

	CH3_OSHIRO_CHASE_END=
		{anchor top}
		[MADELINE right surprised]
		{+mroshiro}, pare!

		{trigger 0 Oshiro slams the roof below their feet and it begins shaking}
		
		[MADELINE right surprised]
		Eu só quis tentar ajudar!

	CH3_ENDING=
		[OSHIRO left serious]
		...
		Decidi fechar o hotel para obras.
		A canalização do segundo andar está com fugas...
		...A biblioteca está uma completa bandalheira...
		...já para não falar no buraco no{n}teto da suite presidencial.

		{trigger 0 Turn and pause, turn back}

		[OSHIRO left serious]
		Por favor, deixe-me em paz.


# *** Chapter 04 ***

	CH4_GRANNY_1=
		[MADELINE left upset]
		Ah boa. A senhora outra vez.

		{trigger 3 zoom in}
		
		[GRANNY right normal]
		Bem bem. Não esperava ver-te aqui em cima!
		Fico contente por saber que ainda estás inteira.
		Vejo que conseguiste passar pelo hotel,{n}conheceste o {+mroshiro}?

		{trigger 4 maddy turns around}
		
		[MADELINE left upset flip]
		Oh sim, conheci-o.
		Ele expulsou-me de lá.
		Depois de limpar um monte de tralha por ele.

		{trigger 0 Start Laughing}
		
		[GRANNY right laugh]
		Oh ho ho, parece ter sido uma manhã divertida.

		{trigger 1 Stop Laughing}
		
		[GRANNY right normal]
		O {+oshiro} é uma alma perdida, querida.
		Aquele lugar é mais do que um simples hotel para ele.
		Não faças dele um projeto teu.

		{trigger 5 maddy approaches}
		
		[MADELINE left angry]
		Sabe o que é que eu acho?
		Acho que esta {+mountain} vos tornou malucos aos dois.

		{trigger 2 Wait a beat}
		
		[GRANNY right normal]
		Sabes, não és a primeira pessoa a dizer isso.

		{trigger 0 Start Laughing}
		
		[GRANNY right laugh]
		Talvez tenhas razão.
		Como é que eu saberia se eu fosse maluca?

		{trigger 1 Stop Laughing}
		
		[GRANNY right normal]
		A meu ver, a {+mountain} não consegue puxar{n}para fora nada que já não esteja dentro de ti.

		{trigger 0 Start Laughing}
		
		[GRANNY right laugh]
		Mas uma pessoa tem de já ter alguns neurónios a menos para morar aqui em cima em primeiro lugar, não é?

		{trigger 2 Wait a beat}
		
		[MADELINE left upset]
		Do que é que está sequer a falar?

		{trigger 1 Stop Laughing}
		
		[GRANNY right mock]
		Ah, estou só a divagar como a cota que sou.

		[GRANNY right normal]
		Estás pronta para desistir?{n}Conheço um atalho de volta para o teu carro.

		{trigger 6 Maddy walks past granny}
		 
		[MADELINE right upset flip]
		Saia da minha frente, senhora.
		Vou em direção ao cume.
		
		[GRANNY left normal flip]
		Ás vezes é difícil perceber a diferença entre{n}a teimosia e a determinação, não é?
		Fazes-me lembrar de quando eu era mais jovem.

		{trigger 0 Start Laughing}

		[GRANNY left laugh flip]
		Boa sorte, e cuidado com o vento!

	CH4_GRANNY_2=
		[MADELINE left upset]
		Não recebe muitos visitantes aqui em cima, pois não?

		[GRANNY right normal]
		Não, não diria que recebo.
		No entanto não me importo com a solidão.

		[MADELINE left distracted]
		Às vezes também penso que eu devia viver na solidão.

		[MADELINE left sad]
		Eu tentei mesmo dar a volta ao {+mroshiro}.{n}Tentei ajudá-lo.

		[GRANNY right normal]
		O {+OSHIRO} precisa de largar aquele hotel.
		Mas isso não vai acontecer no teu tempo.
		E não ajuda nada que tenhas algo para provar.

		[MADELINE left distracted]
		...

	CH4_GRANNY_3=
		[MADELINE left sad]
		Não se sente sozinha nessa cabana pequena?

		[GRANNY right normal]
		Eu tenho amigos, querida.

		[GRANNY right mock]
		Posso ser maluca, mas não sou uma eremita.

		[MADELINE left distracted]
		Desculpe.
		Não foi a minha intenção assumir.

		[GRANNY right normal]
		Quando era mais nova nem podia imaginar{n}ficar no mesmo sítio por tanto tempo.
		Mas depois encontrei esta {+MOUNTAIN}.
		Percebi logo aí que iria ser a minha casa.

		[MADELINE left sad]
		O que tem de tão especial?

		[GRANNY right normal]
		A {+MOUNTAIN} revela quem és de verdade.
			Quer estejas pronta o aceitar ou não.
		Mantém-me honesta.

	CH4_GONDOLA=
		{anchor top}
		[UNKNOWN]
		{+MADELINE}! Espera aí!

		{trigger 0 Enter Theo from above, he falls and lands on the ground face-down}
		
		[THEO left nailedit]
		{%}{*}M e s m o    n a    m o u c h e.{/*}{/%}

		{trigger 1 Check on Theo}
		
		[MADELINE right sad]
		{+theo}! Estás bem?
		
		[THEO left nailedit]
		Oof. Sim.
		Só um segundo.

		{trigger 2 Theo gets up}
		
		[THEO left excited]
		Um teleférico! Sempre quis andar num destes.
		
		[MADELINE right sad]
		Parece ser bem velho, mas pode ser que ainda funcione.
		
		[MADELINE right distracted]
		Não vejo outra maneira de passar este abismo.
		
		[THEO left excited]
		Bora lá!

		{trigger 3 Look at Lever}
		
		[THEO right normal]
		Esta alavanca parece ser importante.

		{trigger 4 Pull Lever}
		
		[THEO right normal]
		É canja.

		[THEO right thinking]
		Se calhar fui um operador de{n}teleférico numa vida anterior.

		[MADELINE left distracted]
		Achas que esta coisa é segura?

		[THEO right normal]
		De certeza que é tranquilo.

		{trigger 5 Wait a bit}

		[THEO right normal]
		Como é que correram as coisas com o {+oshiro}?

		[MADELINE left sad]
		Tinhas razão.

		[MADELINE left distracted]
		Não devia ter tentado ajudá-lo.

		[THEO right thinking]
		Detesto dizer que eu avisei-te, mas...

		[MADELINE left upset]
		Sim sim...
		Devia ter-te dado ouvidos.

		[THEO right normal]
		Não te magoaste, é o que interessa.
		
		{trigger 5 Wait a bit}
		
		[MADELINE left sad]
		O ar é tão rarefeito cá em cima.

		[MADELINE left distracted]
		Mal consigo respirar.

		{trigger 6 Wait for gondola to reach center}
		
		[THEO right excited flip]
		Certo, se não tirarmos uma selfie nesta{n}coisa vamos arrepender-nos.

		[MADELINE left distracted flip]
		Nem consigo ver o chão pela neblina...
		A que altura estamos?

		[THEO right thinking flip]
		Menos pânico, mais pose.

		{trigger 7 Seflie, then gondola stalls out and badeline appears}
		{anchor bottom}
		
		[MADELINE left surprised]
		O que é que foi isto?
		
		[THEO right wtf flip]
		Hm. Acho que ficámos presos.

		{trigger 8 Madeline moves left}
		
		[MADELINE left sad]
		Isto é muito mau...

		[THEO right wtf]
		Talvez se eu...

		{trigger 9 lever snaps off}
		
		[THEO right worried]
		Bem, isto não é bom.

		{trigger 10 tentacles appear}
		
		[MADELINE left panic]
		Não, isto não é mesmo nada bom.

		{trigger 11 tentacles grow}
		
		[THEO right worried]
		{+MADELINE}, estás fixe?

		[MADELINE left panic]
		Sim... É só que...

		{trigger 12 Maddy can't breathe}

		[MADELINE left panic]
		Não, eu não estou fixe.
		Não consigo respirar.
		
		[THEO right serious]
		Estás a ter um ataque de pânico.

		[MADELINE left angry]
		Porque é que achaste que era boa{n}ideia andar nesta porcaria?

		[THEO right thinking]
		Vá lá, não descarregues para cima de mim.

		[THEO right serious]
		Fica comigo.
		O meu avô ensinou-me um truque para isto.
		Fecha os olhos.

		{trigger 13 Play breathing minigame}
		
		[THEO right normal]
		Viste? É canja.

		{trigger 14 Gondola continues to the end station}

		{anchor top}
		
		[THEO left normal]
		Sentes-te melhor?
		
		[MADELINE right distracted flip]
		Acho que sim. Obrigada por me ajudares a acalmar.

		{trigger 15 Wait a bit}
		
		[MADELINE right sad flip]
		Como é que sabias que íamos começar a andar de novo?
		
		[THEO left normal]
		Ah, eu pensei que estávamos feitos ao bife.

		{trigger 16 Theo takes out phone}
		
		[THEO left excited]
		Oh. Meu. Deus.
		{silent_trigger 17 Maddy faces theo}
		Olha só esta selfie!

	CH4_GONDOLA_FEATHER_1=
		Imagina uma pena a flutuar à tua frente.

	CH4_GONDOLA_FEATHER_2=
		Consegues ver?

	CH4_GONDOLA_FEATHER_3=
		Certo.
	
	CH4_GONDOLA_FEATHER_4=	
		A tua respiração mantém a pena a flutuar.

	CH4_GONDOLA_FEATHER_5=
		Respira de forma calma, inspira e expira.

# *** Chapter 05 ***

	CH5_ENTRANCE=
		[THEO right excited flip]
		Oh meu, olha só este lugar!
		Queres ir numa aventura?

		{trigger 0 Maddy turns right}

		[MADELINE left sad]
		Hm, não sei não.
		Parece-me bastante escuro lá dentro.

		[MADELINE left distracted]
		Parece mais um pesadelo que uma aventura.

		{trigger 1 Theo turns left}
		
		[THEO right normal]
		Vou só dar uma olhadela, tirar umas fotos.

		{trigger 1 Theo turns right}

		[THEO right excited flip]
		Este sítio deve ser bem antigo!

		[MADELINE left sad]
		{+THEO}, espera.
		
		[THEO right excited flip]
		Os meus seguidores do {# FFFF4C}InstaPix{#} vão adorar isto.

		{trigger 2 Theo leaves}
		
		[MADELINE left distracted]
		Isto não vai acabar bem.

	CH5_PHONE=
		[MADELINE left sad]
		Oh não.

		{trigger 0 Maddy walks to phone, ducks to pick it up}

		[MADELINE left distracted]
		Isto é o telemóvel do {+THEO}...

		{trigger 1 Maddy stands back up}

		[MADELINE left determinedclosed]
		Acalma-te, {+MADELINE}.
		Se calhar só lhe caiu do bolso.
		Vou devolver-lho assim que o encontrar.

	CH5_THEO_MIRROR=
		[MADELINE left normal]
		{+theo}! Aí estás tu!
		
		[THEO_MIRROR right excited]
		{+MADELINE}! Ei!
		
		[THEO_MIRROR right wtf]
		...ah, porque é que estás dentro de um espelho?
		
		[MADELINE left sad]
		Tenho a certeza que tú é que estás dentro do espelho.
		O que aconteceu?
		
		[THEO_MIRROR right wtf]
		Bem, estava aqui a tirar uma selfie na descontra...
		Sabes, {~}{# aaaaaa}"Como é que é pessoal, daqui é o {+THEO}{# aaaaaa} neste{n}templo ancestral, nada de mais."{#}{/~}

		[THEO_MIRROR right thinking]
		{# ffff9b}\#abençoado{#}
		
		[THEO_MIRROR right serious]
		Quando dou por mim acordo deitado no chão.
		
		[MADELINE left sad]
		Como é que são as coisas desse lado?
		Como posso encontrar-te?
		
		[THEO_MIRROR right serious]
		É, ah... é muito escuro e estranho. Tem aqui...
		
		[THEO_MIRROR right wtf]
		Espera, está aí a vir alguma coisa.
		Estou a sentir uma vontade forte de fugir.
		
		[THEO_MIRROR right serious]
		Tem cuidado, está bem?

	CH5_SHADOW_MADDY_0=
		[MADELINE left angry]
		{*}Ei!{/*} Onde é que estamos?
		{!}O que é tu que fizeste ao {+theo}?{/!}
		
		[BADELINE right scoff]
		Tu achas que sou {~}eu{/~} a fazer isto?
		Que giro.
		
		[BADELINE right upset]
		Querida, foi exatamente por isto que eu te avisei.
		
	CH5_SHADOW_MADDY_1=
		[MADELINE left angry]
		Não tentes meter as culpas em mim.

		[BADELINE right scoff]
		Ainda não percebeste?

		[BADELINE right upset]
		A {+mountain} deu-me este corpo.

		[BADELINE right scoff]
		Mas não sou a única {*}coisa assustadora{/*} a viver{n}nessa tua cabeça toda lixada.

		[BADELINE right normal]
		Não gostas daquilo que vês?

		[BADELINE right scoff]
		{~}Mas que surpresa.{/~}
		
		[MADELINE left angry]
		Cala-te!

		[BADELINE right angry]
		Eu {~}tentei{/~} impedir-te.

		[BADELINE right yell]
		Olha-te ao espelho, tudo isto é teu.

		[BADELINE right angry]
		Este templo apenas amplia o poder da {+montanha}.

		[BADELINE right upset]
		És tu em controlo aqui, não sou eu.

	CH5_SHADOW_MADDY_2=
		[MADELINE left sad]
		Não acredito em ti.

		[MADELINE left distracted]
		Se és {+PART_OF_ME}, porque é que me queres magoar?

		[BADELINE right angry]
		Pobre {+MADELINE}, {~}sempre a fazer de vítima{/~}.

		[BADELINE right yell]
		Tudo o que eu faço é cuidar de ti, e tu odeias-me por isso.

		[BADELINE right angry]
		A verdade está a vir ao de cima e tu sabes disso.

		[MADELINE left angry]
		Se te preocupas tanto em me proteger, porque é que{n}simplesmente não me {*}explicaste{/*} o que se estava a passar?
		
		[BADELINE right angry]
		Como se me fosses dar ouvidos?
		Nunca me deste uma oportunidade.

	CH5_SHADOW_MADDY_3=
		[MADELINE left panic]
		Por favor, ajuda-me só a sair daqui.

		[BADELINE right scoff]
		{~}Agora{/~} é que queres a minha ajuda?

		[MADELINE left panic]
		Porque é que estás a fazer isto?
		Põe-te do meu lado.
		Por favor.

		[BADELINE right angry]
		Para de me tentar fazer sentir como um monstro.
		Ques {~}mesmo{/~} saber porque é que eu não te ajudo?

		[BADELINE right yell]
		Porque tu {*}mereces{/*} isto.

		[MADELINE left panic]
		...

		[BADELINE right angry]
		Ainda achas que consegues {~}escalar esta {+MOUNTAIN}?{/~}

		[MADELINE left angry]
		{*}ESTÁ CALADA!{/*}

		{trigger 0 Badeline Leaves}

		[MADELINE left angry]
		{*}Mão preciso da tua ajuda.{/*}
		Faço isto sozinha.

	CH5_REFLECTION=
		[MADELINE right sad]
		Se isto está tudo na minha cabeça, porque é que é tão hostil?
		
		[MADELINE right distracted]
		Aquelas {*}coisas{/*} estão a caçar-me.
		Sou uma invasora dentro do meu próprio mundo.

		{trigger 0 Madeline falls to knees}
		
		[MADELINE right panic]
		O {+theo} está preso algures aqui dentro por culpa minha.
		Se eu me entregar completamente, {n}talvez o templo o liberte...

		{trigger 1 Madeline stops panicking}

		[MADELINE_MIRROR left determinedclosed flip]
		...
		Respira.
		
		[MADELINE_MIRROR left determined flip]
		Tudo isto está a vir de dentro de mim.
		Levanta-te, {+MADELINE}.

		{trigger 2 Madeline gets up}

		[MADELINE_MIRROR left determinedclosed flip]
		Pensa na pena.
		Tu consegues salvar o {+theo}.

	CH5_SEE_THEO=
		[MADELINE left normal]
		{+theo}! Graças a Deus que te encontrei.
		
		[THEO right excited]
		{+MADELINE}! Uau, estou tão contente por te ver.

		{trigger 0 zoom in}

		[MADELINE left sad]
		Estás bem?
		
		[THEO right serious]
		Sim, estou.

		[THEO right thinking]
		Só que tenho estado preso nesta... coisa de cristal há que tempos.

		[THEO right wtf]
		Não tens aquele pressentimento que este lugar{n}te conhece melhor do que tu te conheces a ti própria?
		
		[MADELINE left distracted]
		Sim...
		Estou tão envergonhada que{n}tenhas de ver este meu lado.

		[MADELINE left upset]
		Eu tentei impedir-te.
		Espero que a selfie tenha valido a pena.
		I tried to stop you.

		[THEO right yolo]
		As selfies valem sempre a pena, meu.

		[MADELINE left distracted]
		Não devia estar chateada, a culpa não foi tua.

		[MADELINE left sad]
		Ainda bem que estás bem,{n}mas estás preso por causa de mim.

		{trigger 1 Madeline turns around}

		[MADELINE left distracted flip]
		E agora este templo está a{n}mostrar-te quem eu sou de verdade.
		Sou horrível...

		{trigger 2 wait a bit}

		[THEO right thinking]
		Ei, estamos metidos nisto juntos.
		Hey, we're in this together.

		[THEO right wtf]
		Não ajas como se isto fosse tudo culpa tua.

		{trigger 3 Madeline turns back, zoom out, room gets brighter}

		[MADELINE left sad]
		O que queres dizer?

		[THEO right wtf]
		Não me prendeste dentro deste cristal.
		Claro, estes monstros vêm de ti, mas o{n}templo também se está basear em mim para se formar..

		[THEO right worried]
		Consigo {*}senti-lo{/*}.
		Estes {~}olhos{/~} a olhar fixamente para mim...

		[THEO right wtf]
		E este cristal vem de dentro de mim, tenho a certeza.

		[THEO right serious]
		Detesto pedir-te, mas preciso mesmo da tua ajuda agora.

		{trigger 0 zoom back in}

		[MADELINE left sad]
		...
		
		[MADELINE left distracted]
		Tudo bem.

		[MADELINE left normal]
		Podes contar comigo.
		Vou tirar-te para fora dessa coisa,{n}e depois escapamos juntos.

		[MADELINE left sad]
		Assim que encontrar uma maneira de chegar até ti...
		
		[THEO right serious]
		{+MADELINE}, és a minha única esperança neste momento.
		Acredito em ti, de verdade.

		[MADELINE left distracted]
		Espero que isso não seja um erro.

	CH5_SEE_THEO_B=
		[MADELINE left distracted]
		Se o templo me está a mostrar quem eu verdadeiramente sou...

		[MADELINE left sad]
		...então mereço isto, não mereço?

		[THEO right wtf]
		{+ALEX}, tens de parar de ser tão dura contigo própria.

		[MADELINE left sad]
		...
		Quem é a {+ALEX}?

		[THEO right thinking]
		Desculpa, quis dizer {+MADELINE}.

		[THEO right wtf]
		Mas mantenho aquilo que disse.
		Ninguém merece isto, muito menos tu.

		[MADELINE left sad]
		Sim... tens razão.

		[MADELINE left determinedclosed]
		Certo, eu consigo fazer isto.

	CH5_FOUND_THEO=
		[MADELINE left normal]
		{+theo}! Finalmente encontrei-te.
		
		[THEO right excited]
		Eu sabia que eras capaz!

		[MADELINE left sad]
		Não foi nada fácil...

		[MADELINE left distracted]
		Estes monstros todos estão mesmo a vir de dentro de mim?
		
		[THEO right thinking]
		{+MADELINE}, essa é uma muitíssima boa pergunta.
		Ficarei feliz por discutir sobre como é que os{n}monstros estão relacionados com o teu eu interior...

		[THEO right wtf]
		Mas neste momento, o {~}meu {/~} eu interior está{n}farto até às orelhas de estar preso neste cristal.
		
		[MADELINE left sad]
		Ah, pois é.

		[MADELINE left normal]
		Não te preocupes, eu vou tirar-te daí.

		{trigger 0 Attempt to break the crystal, but it just falls to the ground}
		
		[THEO right thinking]
		Bem, isto é um bom começo, mas...
		
		[THEO right wtf]
		Este cristal é, tipo, uma expressão da minha{n}energia psíquica negativa... ou sei lá.

		[MADELINE left sad]
		Sim, mas como é que o partimos?

		[THEO right serious]
		Se eu soubesse o {~}porquê{n} de me ter preso a mim{n}nesta coisa, talvez conseguisse arranjar maneira de sair.

		[THEO right wtf]
		Mas não sei.

		[THEO right thinking]
		E acho que não vou conseguir chegar ao fundo desta questão{n}enquanto estivermos presos nesta dimensão infernal.
		
		[THEO right serious]
		Detesto ter de o dizer, mas acho que vais ter de-
		
		[MADELINE left angry]
		{+theo}, nem sequer penses nisso!
		Eu {*}não{/*} te vou deixar para trás!
		
		[THEO right worried]
		{~}Era só o que faltava{/~}, espero bem que não me deixes aqui!

		[THEO right thinking]
		Ia a dizer que talvez tenhas que me carregar.
		
		[MADELINE left sad]
		Ah.
		Oh.
		
		[MADELINE left normal]
		Sim, consigo fazê-lo.

	CH5_THEO_SAVING_LIFT=
		[THEO left thinking]
		Ei miúda, tens cá um músculo.

	CH5_THEO_SAVING_A=
		[THEO left excited]
		{~}Boa{/~}, tu consegues!

	CH5_THEO_SAVING_NICE=
		[THEO left thinking]
		Estás a dar-lhe! Aquela porta nem teve hipótese.

	CH5_THEO_SAVING_B=
		[THEO left worried]
		Oh não... Espero que saibas como lidar com essas coisas.

	CH5_THEO_SAVING_C=
		[THEO left worried]
		Mais ainda!? Oh, vá lá...

	CH5_THEO_SAVING_SWITCH=
		[THEO left thinking]
		{+theo} salva o dia outra vez.

	CH5_THEO_SAVING_DUNK=
		[THEO left nailedit]
		Estou a ajudar.

	CH5_THEO_SAVING_REALLY=
		[THEO left thinking]
		Agora só te estás a exibir.

	CH5_THEO_SAVING_D=
		[THEO left excited]
		Devemos estar perto, consigo senti-lo.

	CH5_THEO_SAVING_E=
		[THEO left worried]
		Só mais um bocadinho. Tu consegues, {+MADELINE}.

	CH5_BSIDE_THEO_A=
		[THEO left excited]
		Boas pessoal! Sou o +MIXMASTER_THEO}{n}e este é o remix do templo.

	CH5_BSIDE_THEO_B=
		[THEO left wtf]
		Isto não é canon, pois não?

	CH5_BSIDE_THEO_C=
		[THEO left wtf]
		Uhh, isto é claramente impossível.

# *** Chapter 06 ***

	CH6_THEO_INTRO=
		[MADELINE right normal]
		{+theo}, estás acordado!

		[THEO left thinking]
		Será que estou? Não sei não...

		[THEO left wtf]
		Tive um pesadelo bem {~}lixado{/~}.
		
		[MADELINE right distracted]
		Pois, acerca disso...

		[THEO left wtf]
		Espera...

		[THEO left thinking]
		Ah, sim, agora estou a lembrar-me.

		[THEO left wtf]
		Aquilo aconteceu mesmo.

		[THEO left serious]
		Obrigado por nos tirares dali.

		[MADELINE right distracted]
		Ainda bem que estivemos nisto juntos.

		[MADELINE right sad]
		Não sei se era capaz de o ter feito sozinha.

	CH6_THEO_ASK_OUTFOR=
		[THEO left thinking]
		Por quanto tempo estive apagado?
	CH6_THEO_SAY_OUTFOR=
		[THEO left thinking]
		Por quanto tempo estive apagado?

		[MADELINE right sad]
		Ainda devem ter sido algumas horas...

		[THEO left serious]
		Meu, mas que aventura.

		[MADELINE right upset]
		Nem me digas nada.

		[MADELINE right sad]
		Estás bem?

		[THEO left thinking]
		Tipo, tirando a crise existencial?

		[THEO left wtf]
		Sim, estou bem.

	CH6_THEO_ASK_EXPLAIN=
		[THEO left wtf]
		O que se está mesmo a passar aqui?
	CH6_THEO_SAY_EXPLAIN=
		[THEO left wtf]
		Claramente esta não é uma {+MOUNTAIN} normal.
		O que se está mesmo a passar aqui?

		[MADELINE right sad]
		Devia ter-te dito mais cedo.

		[MADELINE right distracted]
		Lá atrás nas ruínas, uma...{n}{+PART_OF_ME} escapou de um espelho.
		Uma parte que não me orgulho muito.

		[MADELINE right upset]
		Juro que foi um sonho.

		[THEO left serious]
		Achas que a {+MOUNTAIN} a tornou real?

		[MADELINE right distracted]
		Sim.
		Ela tem-me estado a atormentar este tempo todo.

		[MADELINE right sad]
		Ela deu cabo da cabeça do {+MROSHIRO}.

		[MADELINE right distracted]
		Penso que ela foi a razão do teleférico ter encravado.

		[MADELINE right sad]
		E ela estava lá, to templo.

		[THEO left worried]
		...
		Porque é que não disseste nada?
		Não teria entrado naquele templo se eu{n}soubesse do que esta {+MOUNTAIN} era capaz...

		[MADELINE right upset]
		Eu tentei impedir-te.
		
		[THEO left wtf]
		Podias ter-me dito que a tua{n}{+ST_BAD}doppelgänger demoníaca{+END_BAD} andava aí à solta.
			
		[MADELINE right upset]
		Vá lá, {+THEO}.
		Tu sabes o quão ridículo isto parece.

		[MADELINE right distracted]
		Eu nem acreditei em mim própria.

		[THEO left wtf]
		Está be, está bem.
		Já percebi.

		[THEO left thinking]
		Mas para a próxima vez, {0.3}fala comigo.
		Prometo que vou acreditar em ti.

		[MADELINE right distracted]
		Está bem.

	CH6_THEO_ASK_THANKYOU=
		[MADELINE right distracted]
		Obrigada por acreditares em mim lá atrás.
	CH6_THEO_SAY_THANKYOU=
		[MADELINE right distracted]
		Obrigada, {+THEO}.
		...por acreditares em mim lá atrás.

		[THEO left wtf]
		Acreditar em ti foi a parte fácil.

		[THEO left thinking]
		Quem me dera poder ter ajudado.

		[THEO left wtf]
		Fui bastante inútil, preso naquela coisa.

		[MADELINE right sad]
		Na verdade ajudaste e muito.

		[MADELINE right distracted]
		Para ser sincera, não teria conseguido sair dali sem a tua ajuda.

	CH6_THEO_ASK_TRUST=
		[MADELINE right distracted]
		Porque é que é tão fácil para ti confiares em mim?
	CH6_THEO_SAY_TRUST=
		[MADELINE right distracted]
		Porque é que é tão fácil para ti confiares em mim?

		[MADELINE right sad]
		A sério, mal me conheces.

		[THEO left normal]
		Para ser sincero?
		Fazes-me lembrar a minha irmã.

		[MADELINE right normal]
		Que fofo.
		Como é que ela é?

		[THEO left excited]
		Ah, ias adorá-la!

		[THEO left wtf]
		Na verdade, podiam não se dar bem ao principio...

		[THEO left thinking]
